game_location,game_season,discipline_title,event_gender,medal_type,participant_type,country_name
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,Spain
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,Spain
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,San Marino
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,San Marino
Japan,Summer,Shooting,Mixed,BRONZE,GameTeam,United States of America
Japan,Summer,Shooting,Mixed,BRONZE,GameTeam,United States of America
Japan,Summer,Shooting,Women,SILVER,Athlete,ROC
Japan,Summer,Shooting,Women,BRONZE,Athlete,ROC
Japan,Summer,Shooting,Women,GOLD,Athlete,Switzerland
Japan,Summer,Shooting,Men,BRONZE,Athlete,Serbia
Japan,Summer,Shooting,Men,SILVER,Athlete,ROC
Japan,Summer,Shooting,Men,GOLD,Athlete,People's Republic of China
Japan,Summer,Shooting,Men,GOLD,Athlete,France
Japan,Summer,Shooting,Men,SILVER,Athlete,Cuba
Japan,Summer,Shooting,Men,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Shooting,Men,GOLD,Athlete,United States of America
Japan,Summer,Shooting,Men,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Women,SILVER,Athlete,ROC
Japan,Summer,Shooting,Women,BRONZE,Athlete,Switzerland
Japan,Summer,Shooting,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Shooting,Men,GOLD,Athlete,Czech Republic
Japan,Summer,Shooting,Men,SILVER,Athlete,Czech Republic
Japan,Summer,Shooting,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Shooting,Women,SILVER,Athlete,Italy
Japan,Summer,Shooting,Women,GOLD,Athlete,United States of America
Japan,Summer,Shooting,Women,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Women,GOLD,Athlete,Slovakia
Japan,Summer,Shooting,Women,BRONZE,Athlete,San Marino
Japan,Summer,Shooting,Women,SILVER,Athlete,United States of America
Japan,Summer,Shooting,Women,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Women,GOLD,Athlete,ROC
Japan,Summer,Shooting,Women,SILVER,Athlete,Bulgaria
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,People's Republic of China
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,People's Republic of China
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,United States of America
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,United States of America
Japan,Summer,Shooting,Women,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Women,GOLD,Athlete,ROC
Japan,Summer,Shooting,Women,SILVER,Athlete,Republic of Korea
Japan,Summer,Shooting,Men,SILVER,Athlete,Serbia
Japan,Summer,Shooting,Men,GOLD,Athlete,Islamic Republic of Iran
Japan,Summer,Shooting,Men,BRONZE,Athlete,People's Republic of China
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,People's Republic of China
Japan,Summer,Shooting,Mixed,GOLD,GameTeam,People's Republic of China
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,ROC
Japan,Summer,Shooting,Mixed,SILVER,GameTeam,ROC
Japan,Summer,Shooting,Mixed,BRONZE,GameTeam,Ukraine
Japan,Summer,Shooting,Mixed,BRONZE,GameTeam,Ukraine
Japan,Summer,Shooting,Men,BRONZE,Athlete,Kuwait
Japan,Summer,Shooting,Men,SILVER,Athlete,Denmark
Japan,Summer,Shooting,Men,GOLD,Athlete,United States of America
Japan,Summer,Diving,Men,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Men,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Men,SILVER,GameTeam,United States of America
Japan,Summer,Diving,Men,SILVER,GameTeam,United States of America
Japan,Summer,Diving,Men,BRONZE,GameTeam,Germany
Japan,Summer,Diving,Men,BRONZE,GameTeam,Germany
Japan,Summer,Diving,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Women,SILVER,GameTeam,Canada
Japan,Summer,Diving,Women,SILVER,GameTeam,Canada
Japan,Summer,Diving,Women,BRONZE,GameTeam,Germany
Japan,Summer,Diving,Women,BRONZE,GameTeam,Germany
Japan,Summer,Diving,Men,GOLD,GameTeam,Great Britain
Japan,Summer,Diving,Men,GOLD,GameTeam,Great Britain
Japan,Summer,Diving,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Diving,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Diving,Men,BRONZE,GameTeam,ROC
Japan,Summer,Diving,Men,BRONZE,GameTeam,ROC
Japan,Summer,Diving,Men,GOLD,Athlete,People's Republic of China
Japan,Summer,Diving,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Diving,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Diving,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Diving,Women,SILVER,GameTeam,United States of America
Japan,Summer,Diving,Women,SILVER,GameTeam,United States of America
Japan,Summer,Diving,Women,BRONZE,GameTeam,Mexico
Japan,Summer,Diving,Women,BRONZE,GameTeam,Mexico
Japan,Summer,Diving,Women,BRONZE,Athlete,Australia
Japan,Summer,Diving,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Diving,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Diving,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Diving,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Diving,Men,GOLD,Athlete,People's Republic of China
Japan,Summer,Diving,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Diving,Women,BRONZE,Athlete,United States of America
Japan,Summer,Diving,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Canoe Sprint,Women,GOLD,Athlete,United States of America
Japan,Summer,Canoe Sprint,Women,SILVER,Athlete,Canada
Japan,Summer,Canoe Sprint,Women,BRONZE,Athlete,Ukraine
Japan,Summer,Canoe Sprint,Men,GOLD,GameTeam,Cuba
Japan,Summer,Canoe Sprint,Men,GOLD,GameTeam,Cuba
Japan,Summer,Canoe Sprint,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Canoe Sprint,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Canoe Sprint,Men,BRONZE,GameTeam,Germany
Japan,Summer,Canoe Sprint,Men,BRONZE,GameTeam,Germany
Japan,Summer,Canoe Sprint,Men,GOLD,GameTeam,Germany
Japan,Summer,Canoe Sprint,Men,SILVER,GameTeam,Spain
Japan,Summer,Canoe Sprint,Men,BRONZE,GameTeam,Slovakia
Japan,Summer,Canoe Sprint,Men,GOLD,GameTeam,Australia
Japan,Summer,Canoe Sprint,Men,GOLD,GameTeam,Australia
Japan,Summer,Canoe Sprint,Men,SILVER,GameTeam,Germany
Japan,Summer,Canoe Sprint,Men,SILVER,GameTeam,Germany
Japan,Summer,Canoe Sprint,Men,BRONZE,GameTeam,Czech Republic
Japan,Summer,Canoe Sprint,Men,BRONZE,GameTeam,Czech Republic
Japan,Summer,Canoe Sprint,Women,BRONZE,Athlete,Denmark
Japan,Summer,Canoe Sprint,Women,GOLD,Athlete,New Zealand
Japan,Summer,Canoe Sprint,Women,SILVER,Athlete,Spain
Japan,Summer,Canoe Sprint,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Canoe Sprint,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Canoe Sprint,Women,SILVER,GameTeam,Ukraine
Japan,Summer,Canoe Sprint,Women,SILVER,GameTeam,Ukraine
Japan,Summer,Canoe Sprint,Women,BRONZE,GameTeam,Canada
Japan,Summer,Canoe Sprint,Women,BRONZE,GameTeam,Canada
Japan,Summer,Canoe Sprint,Women,SILVER,Athlete,Hungary
Japan,Summer,Canoe Sprint,Women,GOLD,Athlete,New Zealand
Japan,Summer,Canoe Sprint,Women,BRONZE,Athlete,Denmark
Japan,Summer,Canoe Sprint,Women,GOLD,GameTeam,Hungary
Japan,Summer,Canoe Sprint,Women,SILVER,GameTeam,Belarus
Japan,Summer,Canoe Sprint,Women,BRONZE,GameTeam,Poland
Japan,Summer,Canoe Sprint,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Canoe Sprint,Men,BRONZE,Athlete,Republic of Moldova
Japan,Summer,Canoe Sprint,Men,GOLD,Athlete,Brazil
Japan,Summer,Canoe Sprint,Men,BRONZE,Athlete,Portugal
Japan,Summer,Canoe Sprint,Men,SILVER,Athlete,Hungary
Japan,Summer,Canoe Sprint,Men,GOLD,Athlete,Hungary
Japan,Summer,Canoe Sprint,Women,GOLD,GameTeam,New Zealand
Japan,Summer,Canoe Sprint,Women,GOLD,GameTeam,New Zealand
Japan,Summer,Canoe Sprint,Women,SILVER,GameTeam,Poland
Japan,Summer,Canoe Sprint,Women,SILVER,GameTeam,Poland
Japan,Summer,Canoe Sprint,Women,BRONZE,GameTeam,Hungary
Japan,Summer,Canoe Sprint,Women,BRONZE,GameTeam,Hungary
Japan,Summer,Canoe Sprint,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Canoe Sprint,Men,SILVER,Athlete,Italy
Japan,Summer,Canoe Sprint,Men,GOLD,Athlete,Hungary
Japan,Summer,Cycling Road,Women,SILVER,Athlete,Netherlands
Japan,Summer,Cycling Road,Women,BRONZE,Athlete,Italy
Japan,Summer,Cycling Road,Women,GOLD,Athlete,Austria
Japan,Summer,Cycling Road,Women,BRONZE,Athlete,Netherlands
Japan,Summer,Cycling Road,Women,GOLD,Athlete,Netherlands
Japan,Summer,Cycling Road,Women,SILVER,Athlete,Switzerland
Japan,Summer,Cycling Road,Men,BRONZE,Athlete,Australia
Japan,Summer,Cycling Road,Men,GOLD,Athlete,Slovenia
Japan,Summer,Cycling Road,Men,SILVER,Athlete,Netherlands
Japan,Summer,Cycling Road,Men,BRONZE,Athlete,Slovenia
Japan,Summer,Cycling Road,Men,GOLD,Athlete,Ecuador
Japan,Summer,Cycling Road,Men,SILVER,Athlete,Belgium
Japan,Summer,Football,Women,GOLD,GameTeam,Canada
Japan,Summer,Football,Women,SILVER,GameTeam,Sweden
Japan,Summer,Football,Women,BRONZE,GameTeam,United States of America
Japan,Summer,Football,Men,GOLD,GameTeam,Brazil
Japan,Summer,Football,Men,SILVER,GameTeam,Spain
Japan,Summer,Football,Men,BRONZE,GameTeam,Mexico
Japan,Summer,Boxing,Men,SILVER,Athlete,Great Britain
Japan,Summer,Boxing,Men,BRONZE,Athlete,ROC
Japan,Summer,Boxing,Men,GOLD,Athlete,Cuba
Japan,Summer,Boxing,Men,BRONZE,Athlete,Ireland
Japan,Summer,Boxing,Men,BRONZE,Athlete,Philippines
Japan,Summer,Boxing,Men,GOLD,Athlete,Brazil
Japan,Summer,Boxing,Men,SILVER,Athlete,Ukraine
Japan,Summer,Boxing,Men,BRONZE,Athlete,ROC
Japan,Summer,Boxing,Men,GOLD,Athlete,Uzbekistan
Japan,Summer,Boxing,Men,BRONZE,Athlete,Kazakhstan
Japan,Summer,Boxing,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Boxing,Men,SILVER,Athlete,United States of America
Japan,Summer,Boxing,Men,BRONZE,Athlete,ROC
Japan,Summer,Boxing,Men,SILVER,Athlete,Great Britain
Japan,Summer,Boxing,Men,GOLD,Athlete,Cuba
Japan,Summer,Boxing,Men,BRONZE,Athlete,Azerbaijan
Japan,Summer,Boxing,Men,BRONZE,Athlete,Ghana
Japan,Summer,Boxing,Men,BRONZE,Athlete,Cuba
Japan,Summer,Boxing,Men,SILVER,Athlete,United States of America
Japan,Summer,Boxing,Men,GOLD,Athlete,ROC
Japan,Summer,Boxing,Men,BRONZE,Athlete,New Zealand
Japan,Summer,Boxing,Men,BRONZE,Athlete,Brazil
Japan,Summer,Boxing,Men,SILVER,Athlete,ROC
Japan,Summer,Boxing,Men,GOLD,Athlete,Cuba
Japan,Summer,Boxing,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Boxing,Women,BRONZE,Athlete,ROC
Japan,Summer,Boxing,Women,GOLD,Athlete,Great Britain
Japan,Summer,Boxing,Women,BRONZE,Athlete,Netherlands
Japan,Summer,Boxing,Women,GOLD,Athlete,Ireland
Japan,Summer,Boxing,Women,BRONZE,Athlete,Finland
Japan,Summer,Boxing,Women,BRONZE,Athlete,Thailand
Japan,Summer,Boxing,Women,SILVER,Athlete,Brazil
Japan,Summer,Boxing,Women,BRONZE,Athlete,United States of America
Japan,Summer,Boxing,Women,BRONZE,Athlete,India
Japan,Summer,Boxing,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Boxing,Women,GOLD,Athlete,Turkey
Japan,Summer,Boxing,Women,GOLD,Athlete,Bulgaria
Japan,Summer,Boxing,Women,SILVER,Athlete,Turkey
Japan,Summer,Boxing,Women,BRONZE,Athlete,Japan
Japan,Summer,Boxing,Women,BRONZE,Athlete,Chinese Taipei
Japan,Summer,Boxing,Men,BRONZE,Athlete,Kazakhstan
Japan,Summer,Boxing,Men,SILVER,Athlete,Philippines
Japan,Summer,Boxing,Men,BRONZE,Athlete,Japan
Japan,Summer,Boxing,Men,GOLD,Athlete,Great Britain
Japan,Summer,Boxing,Women,SILVER,Athlete,Philippines
Japan,Summer,Boxing,Women,GOLD,Athlete,Japan
Japan,Summer,Boxing,Women,BRONZE,Athlete,Italy
Japan,Summer,Boxing,Women,BRONZE,Athlete,Great Britain
Japan,Summer,Boxing,Men,BRONZE,Athlete,Australia
Japan,Summer,Boxing,Men,SILVER,Athlete,United States of America
Japan,Summer,Boxing,Men,BRONZE,Athlete,Armenia
Japan,Summer,Boxing,Men,GOLD,Athlete,Cuba
Japan,Summer,Artistic Swimming,Women,GOLD,GameTeam,ROC
Japan,Summer,Artistic Swimming,Women,GOLD,GameTeam,ROC
Japan,Summer,Artistic Swimming,Women,SILVER,GameTeam,People's Republic of China
Japan,Summer,Artistic Swimming,Women,SILVER,GameTeam,People's Republic of China
Japan,Summer,Artistic Swimming,Women,BRONZE,GameTeam,Ukraine
Japan,Summer,Artistic Swimming,Women,BRONZE,GameTeam,Ukraine
Japan,Summer,Artistic Swimming,Women,GOLD,GameTeam,ROC
Japan,Summer,Artistic Swimming,Women,SILVER,GameTeam,People's Republic of China
Japan,Summer,Artistic Swimming,Women,BRONZE,GameTeam,Ukraine
Japan,Summer,Handball,Men,GOLD,GameTeam,France
Japan,Summer,Handball,Men,SILVER,GameTeam,Denmark
Japan,Summer,Handball,Men,BRONZE,GameTeam,Spain
Japan,Summer,Handball,Women,GOLD,GameTeam,France
Japan,Summer,Handball,Women,SILVER,GameTeam,ROC
Japan,Summer,Handball,Women,BRONZE,GameTeam,Norway
Japan,Summer,Rugby Sevens,Men,GOLD,GameTeam,Fiji
Japan,Summer,Rugby Sevens,Men,SILVER,GameTeam,New Zealand
Japan,Summer,Rugby Sevens,Men,BRONZE,GameTeam,Argentina
Japan,Summer,Rugby Sevens,Women,GOLD,GameTeam,New Zealand
Japan,Summer,Rugby Sevens,Women,SILVER,GameTeam,France
Japan,Summer,Rugby Sevens,Women,BRONZE,GameTeam,Fiji
Japan,Summer,Cycling BMX Racing,Men,SILVER,Athlete,Great Britain
Japan,Summer,Cycling BMX Racing,Men,BRONZE,Athlete,Colombia
Japan,Summer,Cycling BMX Racing,Men,GOLD,Athlete,Netherlands
Japan,Summer,Cycling BMX Racing,Women,GOLD,Athlete,Great Britain
Japan,Summer,Cycling BMX Racing,Women,BRONZE,Athlete,Netherlands
Japan,Summer,Cycling BMX Racing,Women,SILVER,Athlete,Colombia
Japan,Summer,Triathlon,Women,GOLD,Athlete,Bermuda
Japan,Summer,Triathlon,Women,SILVER,Athlete,Great Britain
Japan,Summer,Triathlon,Women,BRONZE,Athlete,United States of America
Japan,Summer,Triathlon,Mixed,GOLD,GameTeam,Great Britain
Japan,Summer,Triathlon,Mixed,SILVER,GameTeam,United States of America
Japan,Summer,Triathlon,Mixed,BRONZE,GameTeam,France
Japan,Summer,Triathlon,Men,BRONZE,Athlete,New Zealand
Japan,Summer,Triathlon,Men,SILVER,Athlete,Great Britain
Japan,Summer,Triathlon,Men,GOLD,Athlete,Norway
Japan,Summer,Surfing,Women,BRONZE,Athlete,Japan
Japan,Summer,Surfing,Women,SILVER,Athlete,South Africa
Japan,Summer,Surfing,Women,GOLD,Athlete,United States of America
Japan,Summer,Surfing,Men,SILVER,Athlete,Japan
Japan,Summer,Surfing,Men,GOLD,Athlete,Brazil
Japan,Summer,Surfing,Men,BRONZE,Athlete,Australia
Japan,Summer,Table Tennis,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Table Tennis,Women,SILVER,GameTeam,Japan
Japan,Summer,Table Tennis,Women,BRONZE,GameTeam,"Hong Kong, China"
Japan,Summer,Table Tennis,Men,GOLD,Athlete,People's Republic of China
Japan,Summer,Table Tennis,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Table Tennis,Men,BRONZE,Athlete,Germany
Japan,Summer,Table Tennis,Mixed,GOLD,GameTeam,Japan
Japan,Summer,Table Tennis,Mixed,GOLD,GameTeam,Japan
Japan,Summer,Table Tennis,Mixed,SILVER,GameTeam,People's Republic of China
Japan,Summer,Table Tennis,Mixed,SILVER,GameTeam,People's Republic of China
Japan,Summer,Table Tennis,Mixed,BRONZE,GameTeam,Chinese Taipei
Japan,Summer,Table Tennis,Mixed,BRONZE,GameTeam,Chinese Taipei
Japan,Summer,Table Tennis,Women,BRONZE,Athlete,Japan
Japan,Summer,Table Tennis,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Table Tennis,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Table Tennis,Men,GOLD,GameTeam,People's Republic of China
Japan,Summer,Table Tennis,Men,SILVER,GameTeam,Germany
Japan,Summer,Table Tennis,Men,BRONZE,GameTeam,Japan
Japan,Summer,Canoe Slalom,Men,SILVER,Athlete,Slovakia
Japan,Summer,Canoe Slalom,Men,BRONZE,Athlete,Germany
Japan,Summer,Canoe Slalom,Men,GOLD,Athlete,Czech Republic
Japan,Summer,Canoe Slalom,Women,GOLD,Athlete,Australia
Japan,Summer,Canoe Slalom,Women,BRONZE,Athlete,Germany
Japan,Summer,Canoe Slalom,Women,SILVER,Athlete,Great Britain
Japan,Summer,Canoe Slalom,Women,BRONZE,Athlete,Australia
Japan,Summer,Canoe Slalom,Women,SILVER,Athlete,Spain
Japan,Summer,Canoe Slalom,Women,GOLD,Athlete,Germany
Japan,Summer,Canoe Slalom,Men,GOLD,Athlete,Slovenia
Japan,Summer,Canoe Slalom,Men,BRONZE,Athlete,Germany
Japan,Summer,Canoe Slalom,Men,SILVER,Athlete,Czech Republic
Japan,Summer,Marathon Swimming,Women,GOLD,Athlete,Brazil
Japan,Summer,Marathon Swimming,Women,SILVER,Athlete,Netherlands
Japan,Summer,Marathon Swimming,Women,BRONZE,Athlete,Australia
Japan,Summer,Marathon Swimming,Men,BRONZE,Athlete,Italy
Japan,Summer,Marathon Swimming,Men,SILVER,Athlete,Hungary
Japan,Summer,Marathon Swimming,Men,GOLD,Athlete,Germany
Japan,Summer,Trampoline Gymnastics,Men,SILVER,Athlete,People's Republic of China
Japan,Summer,Trampoline Gymnastics,Men,BRONZE,Athlete,New Zealand
Japan,Summer,Trampoline Gymnastics,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Trampoline Gymnastics,Women,SILVER,Athlete,People's Republic of China
Japan,Summer,Trampoline Gymnastics,Women,BRONZE,Athlete,Great Britain
Japan,Summer,Volleyball,Men,GOLD,GameTeam,France
Japan,Summer,Volleyball,Men,SILVER,GameTeam,ROC
Japan,Summer,Volleyball,Men,BRONZE,GameTeam,Argentina
Japan,Summer,Volleyball,Women,GOLD,GameTeam,United States of America
Japan,Summer,Volleyball,Women,SILVER,GameTeam,Brazil
Japan,Summer,Volleyball,Women,BRONZE,GameTeam,Serbia
Japan,Summer,Basketball,Men,GOLD,GameTeam,United States of America
Japan,Summer,Basketball,Men,SILVER,GameTeam,France
Japan,Summer,Basketball,Men,BRONZE,GameTeam,Australia
Japan,Summer,Basketball,Women,GOLD,GameTeam,United States of America
Japan,Summer,Basketball,Women,SILVER,GameTeam,Japan
Japan,Summer,Basketball,Women,BRONZE,GameTeam,France
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,People's Republic of China
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Turkey
Japan,Summer,Taekwondo,Men,GOLD,Athlete,Uzbekistan
Japan,Summer,Taekwondo,Men,SILVER,Athlete,Great Britain
Japan,Summer,Taekwondo,Men,SILVER,Athlete,Jordan
Japan,Summer,Taekwondo,Men,GOLD,Athlete,ROC
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Egypt
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Croatia
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Republic of Korea
Japan,Summer,Taekwondo,Men,SILVER,Athlete,North Macedonia
Japan,Summer,Taekwondo,Men,GOLD,Athlete,ROC
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Cuba
Japan,Summer,Taekwondo,Women,GOLD,Athlete,Serbia
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,France
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Great Britain
Japan,Summer,Taekwondo,Women,SILVER,Athlete,Republic of Korea
Japan,Summer,Taekwondo,Women,SILVER,Athlete,Great Britain
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Côte d'Ivoire
Japan,Summer,Taekwondo,Women,GOLD,Athlete,Croatia
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Egypt
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Chinese Taipei
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Turkey
Japan,Summer,Taekwondo,Women,GOLD,Athlete,United States of America
Japan,Summer,Taekwondo,Women,SILVER,Athlete,ROC
Japan,Summer,Taekwondo,Men,SILVER,Athlete,Tunisia
Japan,Summer,Taekwondo,Men,GOLD,Athlete,Italy
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,Republic of Korea
Japan,Summer,Taekwondo,Men,BRONZE,Athlete,ROC
Japan,Summer,Taekwondo,Women,SILVER,Athlete,Spain
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Israel
Japan,Summer,Taekwondo,Women,BRONZE,Athlete,Serbia
Japan,Summer,Taekwondo,Women,GOLD,Athlete,Thailand
Japan,Summer,Cycling Track,Women,GOLD,GameTeam,People's Republic of China
Japan,Summer,Cycling Track,Women,SILVER,GameTeam,Germany
Japan,Summer,Cycling Track,Women,BRONZE,GameTeam,ROC
Japan,Summer,Cycling Track,Men,GOLD,GameTeam,Denmark
Japan,Summer,Cycling Track,Men,SILVER,GameTeam,Great Britain
Japan,Summer,Cycling Track,Men,BRONZE,GameTeam,France
Japan,Summer,Cycling Track,Men,GOLD,Athlete,Netherlands
Japan,Summer,Cycling Track,Men,BRONZE,Athlete,Great Britain
Japan,Summer,Cycling Track,Men,SILVER,Athlete,Netherlands
Japan,Summer,Cycling Track,Men,GOLD,Athlete,Great Britain
Japan,Summer,Cycling Track,Men,SILVER,Athlete,Malaysia
Japan,Summer,Cycling Track,Men,BRONZE,Athlete,Netherlands
Japan,Summer,Cycling Track,Men,GOLD,GameTeam,Italy
Japan,Summer,Cycling Track,Men,SILVER,GameTeam,Denmark
Japan,Summer,Cycling Track,Men,BRONZE,GameTeam,Australia
Japan,Summer,Cycling Track,Women,BRONZE,Athlete,Canada
Japan,Summer,Cycling Track,Women,GOLD,Athlete,Netherlands
Japan,Summer,Cycling Track,Women,SILVER,Athlete,New Zealand
Japan,Summer,Cycling Track,Women,GOLD,Athlete,Canada
Japan,Summer,Cycling Track,Women,BRONZE,Athlete,"Hong Kong, China"
Japan,Summer,Cycling Track,Women,SILVER,Athlete,Ukraine
Japan,Summer,Cycling Track,Women,GOLD,GameTeam,Germany
Japan,Summer,Cycling Track,Women,SILVER,GameTeam,Great Britain
Japan,Summer,Cycling Track,Women,BRONZE,GameTeam,United States of America
Japan,Summer,Cycling Track,Women,GOLD,GameTeam,Great Britain
Japan,Summer,Cycling Track,Women,SILVER,GameTeam,Denmark
Japan,Summer,Cycling Track,Women,SILVER,GameTeam,Denmark
Japan,Summer,Cycling Track,Women,BRONZE,GameTeam,ROC
Japan,Summer,Cycling Track,Men,GOLD,GameTeam,Netherlands
Japan,Summer,Cycling Track,Men,SILVER,GameTeam,Great Britain
Japan,Summer,Cycling Track,Men,BRONZE,GameTeam,France
Japan,Summer,Cycling Track,Men,BRONZE,Athlete,Italy
Japan,Summer,Cycling Track,Men,SILVER,Athlete,New Zealand
Japan,Summer,Cycling Track,Men,GOLD,Athlete,Great Britain
Japan,Summer,Cycling Track,Women,BRONZE,Athlete,Netherlands
Japan,Summer,Cycling Track,Women,GOLD,Athlete,United States of America
Japan,Summer,Cycling Track,Women,SILVER,Athlete,Japan
Japan,Summer,Fencing,Women,GOLD,GameTeam,Estonia
Japan,Summer,Fencing,Women,SILVER,GameTeam,Republic of Korea
Japan,Summer,Fencing,Women,BRONZE,GameTeam,Italy
Japan,Summer,Fencing,Men,GOLD,GameTeam,France
Japan,Summer,Fencing,Men,SILVER,GameTeam,ROC
Japan,Summer,Fencing,Men,BRONZE,GameTeam,United States of America
Japan,Summer,Fencing,Women,GOLD,Athlete,United States of America
Japan,Summer,Fencing,Women,BRONZE,Athlete,ROC
Japan,Summer,Fencing,Women,SILVER,Athlete,ROC
Japan,Summer,Fencing,Men,GOLD,GameTeam,Japan
Japan,Summer,Fencing,Men,SILVER,GameTeam,ROC
Japan,Summer,Fencing,Men,BRONZE,GameTeam,Republic of Korea
Japan,Summer,Fencing,Women,GOLD,Athlete,People's Republic of China
Japan,Summer,Fencing,Women,SILVER,Athlete,Romania
Japan,Summer,Fencing,Women,BRONZE,Athlete,Estonia
Japan,Summer,Fencing,Men,SILVER,Athlete,Italy
Japan,Summer,Fencing,Men,GOLD,Athlete,"Hong Kong, China"
Japan,Summer,Fencing,Men,BRONZE,Athlete,Czech Republic
Japan,Summer,Fencing,Women,GOLD,GameTeam,ROC
Japan,Summer,Fencing,Women,SILVER,GameTeam,France
Japan,Summer,Fencing,Women,BRONZE,GameTeam,Italy
Japan,Summer,Fencing,Women,GOLD,GameTeam,ROC
Japan,Summer,Fencing,Women,SILVER,GameTeam,France
Japan,Summer,Fencing,Women,BRONZE,GameTeam,Republic of Korea
Japan,Summer,Fencing,Men,GOLD,Athlete,Hungary
Japan,Summer,Fencing,Men,SILVER,Athlete,Italy
Japan,Summer,Fencing,Men,BRONZE,Athlete,Republic of Korea
Japan,Summer,Fencing,Men,GOLD,GameTeam,Republic of Korea
Japan,Summer,Fencing,Men,SILVER,GameTeam,Italy
Japan,Summer,Fencing,Men,BRONZE,GameTeam,Hungary
Japan,Summer,Fencing,Men,GOLD,Athlete,France
Japan,Summer,Fencing,Men,SILVER,Athlete,Hungary
Japan,Summer,Fencing,Men,BRONZE,Athlete,Ukraine
Japan,Summer,Fencing,Women,SILVER,Athlete,ROC
Japan,Summer,Fencing,Women,GOLD,Athlete,ROC
Japan,Summer,Fencing,Women,BRONZE,Athlete,France
Japan,Summer,Badminton,Men,GOLD,GameTeam,Chinese Taipei
Japan,Summer,Badminton,Men,GOLD,GameTeam,Chinese Taipei
Japan,Summer,Badminton,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Badminton,Men,SILVER,GameTeam,People's Republic of China
Japan,Summer,Badminton,Men,BRONZE,GameTeam,Malaysia
Japan,Summer,Badminton,Men,BRONZE,GameTeam,Malaysia
Japan,Summer,Badminton,Women,GOLD,GameTeam,Indonesia
Japan,Summer,Badminton,Women,GOLD,GameTeam,Indonesia
