,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
298,Japan,Summer,2020,Basketball,Women,GOLD,GameTeam,United States of America,USA,2020.0,329484123.0,20953030000000.0
299,Japan,Summer,2020,Basketball,Women,SILVER,GameTeam,Japan,JPN,2020.0,125836021.0,5057758958706.64
300,Japan,Summer,2020,Basketball,Women,BRONZE,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
301,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
302,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
303,Japan,Summer,2020,Taekwondo,Men,GOLD,Athlete,Uzbekistan,UZB,2020.0,34232050.0,59929951114.3598
304,Japan,Summer,2020,Taekwondo,Men,SILVER,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
305,Japan,Summer,2020,Taekwondo,Men,SILVER,Athlete,Jordan,JOR,2020.0,10203140.0,43697659295.7747
307,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,Egypt,EGY,2020.0,102334403.0,365252651278.852
309,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
310,Japan,Summer,2020,Taekwondo,Men,SILVER,Athlete,North Macedonia,MKD,2020.0,2072531.0,12263710122.7645
312,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,Cuba,CUB,2020.0,11326616.0,107352000000.0
313,Japan,Summer,2020,Taekwondo,Women,GOLD,Athlete,Serbia,SRB,2020.0,6908224.0,53335016425.4148
314,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,France,FRA,2020.0,67391582.0,2630317731455.26
315,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
316,Japan,Summer,2020,Taekwondo,Women,SILVER,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
317,Japan,Summer,2020,Taekwondo,Women,SILVER,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
318,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Côte d'Ivoire,CIV,2020.0,26378275.0,61348579465.1017
320,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Egypt,EGY,2020.0,102334403.0,365252651278.852
322,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
323,Japan,Summer,2020,Taekwondo,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
325,Japan,Summer,2020,Taekwondo,Men,SILVER,Athlete,Tunisia,TUN,2020.0,11818618.0,41620349986.3089
326,Japan,Summer,2020,Taekwondo,Men,GOLD,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
327,Japan,Summer,2020,Taekwondo,Men,BRONZE,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
329,Japan,Summer,2020,Taekwondo,Women,SILVER,Athlete,Spain,ESP,2020.0,47351567.0,1281484640043.58
330,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Israel,ISR,2020.0,9216900.0,407100736594.064
331,Japan,Summer,2020,Taekwondo,Women,BRONZE,Athlete,Serbia,SRB,2020.0,6908224.0,53335016425.4148
332,Japan,Summer,2020,Taekwondo,Women,GOLD,Athlete,Thailand,THA,2020.0,69799978.0,501643653514.925
333,Japan,Summer,2020,Cycling Track,Women,GOLD,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
337,Japan,Summer,2020,Cycling Track,Men,SILVER,GameTeam,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
338,Japan,Summer,2020,Cycling Track,Men,BRONZE,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
340,Japan,Summer,2020,Cycling Track,Men,BRONZE,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
342,Japan,Summer,2020,Cycling Track,Men,GOLD,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
345,Japan,Summer,2020,Cycling Track,Men,GOLD,GameTeam,Italy,ITA,2020.0,59554023.0,1888709443687.48
347,Japan,Summer,2020,Cycling Track,Men,BRONZE,GameTeam,Australia,AUS,2020.0,25687041.0,1327836171068.51
348,Japan,Summer,2020,Cycling Track,Women,BRONZE,Athlete,Canada,CAN,2020.0,38005238.0,1645423407568.36
350,Japan,Summer,2020,Cycling Track,Women,SILVER,Athlete,New Zealand,NZL,2020.0,5084300.0,210700848973.509
351,Japan,Summer,2020,Cycling Track,Women,GOLD,Athlete,Canada,CAN,2020.0,38005238.0,1645423407568.36
352,Japan,Summer,2020,Cycling Track,Women,BRONZE,Athlete,"Hong Kong, China",HKG,2020.0,7481800.0,346585881503.635
353,Japan,Summer,2020,Cycling Track,Women,SILVER,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
355,Japan,Summer,2020,Cycling Track,Women,SILVER,GameTeam,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
356,Japan,Summer,2020,Cycling Track,Women,BRONZE,GameTeam,United States of America,USA,2020.0,329484123.0,20953030000000.0
357,Japan,Summer,2020,Cycling Track,Women,GOLD,GameTeam,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
362,Japan,Summer,2020,Cycling Track,Men,SILVER,GameTeam,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
363,Japan,Summer,2020,Cycling Track,Men,BRONZE,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
364,Japan,Summer,2020,Cycling Track,Men,BRONZE,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
365,Japan,Summer,2020,Cycling Track,Men,SILVER,Athlete,New Zealand,NZL,2020.0,5084300.0,210700848973.509
366,Japan,Summer,2020,Cycling Track,Men,GOLD,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
368,Japan,Summer,2020,Cycling Track,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
369,Japan,Summer,2020,Cycling Track,Women,SILVER,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
370,Japan,Summer,2020,Fencing,Women,GOLD,GameTeam,Estonia,EST,2020.0,1331057.0,30650285471.7215
371,Japan,Summer,2020,Fencing,Women,SILVER,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
372,Japan,Summer,2020,Fencing,Women,BRONZE,GameTeam,Italy,ITA,2020.0,59554023.0,1888709443687.48
373,Japan,Summer,2020,Fencing,Men,GOLD,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
375,Japan,Summer,2020,Fencing,Men,BRONZE,GameTeam,United States of America,USA,2020.0,329484123.0,20953030000000.0
376,Japan,Summer,2020,Fencing,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
379,Japan,Summer,2020,Fencing,Men,GOLD,GameTeam,Japan,JPN,2020.0,125836021.0,5057758958706.64
381,Japan,Summer,2020,Fencing,Men,BRONZE,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
382,Japan,Summer,2020,Fencing,Women,GOLD,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
383,Japan,Summer,2020,Fencing,Women,SILVER,Athlete,Romania,ROU,2020.0,19286123.0,248715551366.635
384,Japan,Summer,2020,Fencing,Women,BRONZE,Athlete,Estonia,EST,2020.0,1331057.0,30650285471.7215
385,Japan,Summer,2020,Fencing,Men,SILVER,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
386,Japan,Summer,2020,Fencing,Men,GOLD,Athlete,"Hong Kong, China",HKG,2020.0,7481800.0,346585881503.635
387,Japan,Summer,2020,Fencing,Men,BRONZE,Athlete,Czech Republic,CZE,2020.0,10698896.0,245339322066.759
389,Japan,Summer,2020,Fencing,Women,SILVER,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
390,Japan,Summer,2020,Fencing,Women,BRONZE,GameTeam,Italy,ITA,2020.0,59554023.0,1888709443687.48
392,Japan,Summer,2020,Fencing,Women,SILVER,GameTeam,France,FRA,2020.0,67391582.0,2630317731455.26
393,Japan,Summer,2020,Fencing,Women,BRONZE,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
394,Japan,Summer,2020,Fencing,Men,GOLD,Athlete,Hungary,HUN,2020.0,9749763.0,155808436238.487
395,Japan,Summer,2020,Fencing,Men,SILVER,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
396,Japan,Summer,2020,Fencing,Men,BRONZE,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
397,Japan,Summer,2020,Fencing,Men,GOLD,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
398,Japan,Summer,2020,Fencing,Men,SILVER,GameTeam,Italy,ITA,2020.0,59554023.0,1888709443687.48
399,Japan,Summer,2020,Fencing,Men,BRONZE,GameTeam,Hungary,HUN,2020.0,9749763.0,155808436238.487
400,Japan,Summer,2020,Fencing,Men,GOLD,Athlete,France,FRA,2020.0,67391582.0,2630317731455.26
401,Japan,Summer,2020,Fencing,Men,SILVER,Athlete,Hungary,HUN,2020.0,9749763.0,155808436238.487
402,Japan,Summer,2020,Fencing,Men,BRONZE,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
405,Japan,Summer,2020,Fencing,Women,BRONZE,Athlete,France,FRA,2020.0,67391582.0,2630317731455.26
408,Japan,Summer,2020,Badminton,Men,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
409,Japan,Summer,2020,Badminton,Men,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
414,Japan,Summer,2020,Badminton,Women,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
415,Japan,Summer,2020,Badminton,Women,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
416,Japan,Summer,2020,Badminton,Women,BRONZE,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
417,Japan,Summer,2020,Badminton,Women,BRONZE,GameTeam,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
418,Japan,Summer,2020,Badminton,Mixed,GOLD,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
419,Japan,Summer,2020,Badminton,Mixed,GOLD,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
420,Japan,Summer,2020,Badminton,Mixed,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
421,Japan,Summer,2020,Badminton,Mixed,SILVER,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
422,Japan,Summer,2020,Badminton,Mixed,BRONZE,GameTeam,Japan,JPN,2020.0,125836021.0,5057758958706.64
423,Japan,Summer,2020,Badminton,Mixed,BRONZE,GameTeam,Japan,JPN,2020.0,125836021.0,5057758958706.64
425,Japan,Summer,2020,Badminton,Men,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
428,Japan,Summer,2020,Badminton,Women,BRONZE,Athlete,India,IND,2020.0,1380004385.0,2660245248867.63
429,Japan,Summer,2020,Badminton,Women,GOLD,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
430,Japan,Summer,2020,Water Polo,Men,GOLD,GameTeam,Serbia,SRB,2020.0,6908224.0,53335016425.4148
432,Japan,Summer,2020,Water Polo,Men,BRONZE,GameTeam,Hungary,HUN,2020.0,9749763.0,155808436238.487
433,Japan,Summer,2020,Water Polo,Women,GOLD,GameTeam,United States of America,USA,2020.0,329484123.0,20953030000000.0
434,Japan,Summer,2020,Water Polo,Women,SILVER,GameTeam,Spain,ESP,2020.0,47351567.0,1281484640043.58
435,Japan,Summer,2020,Water Polo,Women,BRONZE,GameTeam,Hungary,HUN,2020.0,9749763.0,155808436238.487
436,Japan,Summer,2020,Sport Climbing,Men,SILVER,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
437,Japan,Summer,2020,Sport Climbing,Men,GOLD,Athlete,Spain,ESP,2020.0,47351567.0,1281484640043.58
438,Japan,Summer,2020,Sport Climbing,Men,BRONZE,Athlete,Austria,AUT,2020.0,8917205.0,433258467676.515
439,Japan,Summer,2020,Sport Climbing,Women,BRONZE,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
440,Japan,Summer,2020,Sport Climbing,Women,SILVER,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
442,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,India,IND,2020.0,1380004385.0,2660245248867.63
444,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
445,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Kazakhstan,KAZ,2020.0,18754440.0,171082379532.988
446,Japan,Summer,2020,Wrestling,Women,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
447,Japan,Summer,2020,Wrestling,Women,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
448,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Belarus,BLR,2020.0,9379952.0,60258239055.5829
450,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Armenia,ARM,2020.0,2963234.0,12641209802.112
453,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Poland,POL,2020.0,37950802.0,596624355719.671
455,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Belarus,BLR,2020.0,9379952.0,60258239055.5829
456,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
457,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Uzbekistan,UZB,2020.0,34232050.0,59929951114.3598
458,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,India,IND,2020.0,1380004385.0,2660245248867.63
460,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
461,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Azerbaijan,AZE,2020.0,10093121.0,42607176470.5882
465,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
466,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Kyrgyzstan,KGZ,2020.0,6591600.0,7735976272.75983
467,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,Hungary,HUN,2020.0,9749763.0,155808436238.487
468,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
469,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2020.0,10093121.0,42607176470.5882
470,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Kyrgyzstan,KGZ,2020.0,6591600.0,7735976272.75983
472,Japan,Summer,2020,Wrestling,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
473,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
474,Japan,Summer,2020,Wrestling,Women,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
475,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Azerbaijan,AZE,2020.0,10093121.0,42607176470.5882
476,Japan,Summer,2020,Wrestling,Women,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
477,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
479,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
480,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Egypt,EGY,2020.0,102334403.0,365252651278.852
483,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
484,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
485,Japan,Summer,2020,Wrestling,Women,SILVER,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
486,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
488,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Georgia,GEO,2020.0,3714000.0,15846489610.8073
489,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,Cuba,CUB,2020.0,11326616.0,107352000000.0
491,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
492,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
493,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
494,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,Cuba,CUB,2020.0,11326616.0,107352000000.0
497,Japan,Summer,2020,Wrestling,Women,SILVER,Athlete,Belarus,BLR,2020.0,9379952.0,60258239055.5829
498,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
499,Japan,Summer,2020,Wrestling,Women,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
500,Japan,Summer,2020,Wrestling,Men,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
501,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,Georgia,GEO,2020.0,3714000.0,15846489610.8073
502,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
504,Japan,Summer,2020,Wrestling,Women,BRONZE,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
505,Japan,Summer,2020,Wrestling,Women,SILVER,Athlete,Kyrgyzstan,KGZ,2020.0,6591600.0,7735976272.75983
506,Japan,Summer,2020,Wrestling,Women,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
508,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Cuba,CUB,2020.0,11326616.0,107352000000.0
510,Japan,Summer,2020,Wrestling,Men,SILVER,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
511,Japan,Summer,2020,Wrestling,Men,BRONZE,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
516,Japan,Summer,2020,Tennis,Mixed,BRONZE,GameTeam,Australia,AUS,2020.0,25687041.0,1327836171068.51
517,Japan,Summer,2020,Tennis,Mixed,BRONZE,GameTeam,Australia,AUS,2020.0,25687041.0,1327836171068.51
518,Japan,Summer,2020,Tennis,Men,BRONZE,Athlete,Spain,ESP,2020.0,47351567.0,1281484640043.58
525,Japan,Summer,2020,Tennis,Men,BRONZE,GameTeam,New Zealand,NZL,2020.0,5084300.0,210700848973.509
526,Japan,Summer,2020,Tennis,Men,BRONZE,GameTeam,New Zealand,NZL,2020.0,5084300.0,210700848973.509
527,Japan,Summer,2020,Tennis,Women,BRONZE,Athlete,Ukraine,UKR,2020.0,44134693.0,155498989149.587
528,Japan,Summer,2020,Tennis,Women,SILVER,Athlete,Czech Republic,CZE,2020.0,10698896.0,245339322066.759
530,Japan,Summer,2020,Tennis,Women,GOLD,GameTeam,Czech Republic,CZE,2020.0,10698896.0,245339322066.759
531,Japan,Summer,2020,Tennis,Women,GOLD,GameTeam,Czech Republic,CZE,2020.0,10698896.0,245339322066.759
534,Japan,Summer,2020,Tennis,Women,BRONZE,GameTeam,Brazil,BRA,2020.0,212559409.0,1444733258971.65
535,Japan,Summer,2020,Tennis,Women,BRONZE,GameTeam,Brazil,BRA,2020.0,212559409.0,1444733258971.65
536,Japan,Summer,2020,Artistic Gymnastics,Women,BRONZE,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
537,Japan,Summer,2020,Artistic Gymnastics,Women,GOLD,Athlete,Brazil,BRA,2020.0,212559409.0,1444733258971.65
538,Japan,Summer,2020,Artistic Gymnastics,Women,SILVER,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
540,Japan,Summer,2020,Artistic Gymnastics,Men,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
541,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
542,Japan,Summer,2020,Artistic Gymnastics,Women,GOLD,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
543,Japan,Summer,2020,Artistic Gymnastics,Women,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
544,Japan,Summer,2020,Artistic Gymnastics,Women,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
545,Japan,Summer,2020,Artistic Gymnastics,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
547,Japan,Summer,2020,Artistic Gymnastics,Women,SILVER,Athlete,Brazil,BRA,2020.0,212559409.0,1444733258971.65
549,Japan,Summer,2020,Artistic Gymnastics,Men,SILVER,GameTeam,Japan,JPN,2020.0,125836021.0,5057758958706.64
550,Japan,Summer,2020,Artistic Gymnastics,Men,BRONZE,GameTeam,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
552,Japan,Summer,2020,Artistic Gymnastics,Women,SILVER,GameTeam,United States of America,USA,2020.0,329484123.0,20953030000000.0
553,Japan,Summer,2020,Artistic Gymnastics,Women,BRONZE,GameTeam,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
554,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
557,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,Great Britain,GBR,2020.0,67215293.0,2759804061837.07
559,Japan,Summer,2020,Artistic Gymnastics,Men,BRONZE,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
560,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,Republic of Korea,KOR,2020.0,51780579.0,1637895802792.9
562,Japan,Summer,2020,Artistic Gymnastics,Men,BRONZE,Athlete,Armenia,ARM,2020.0,2963234.0,12641209802.112
563,Japan,Summer,2020,Artistic Gymnastics,Women,BRONZE,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
564,Japan,Summer,2020,Artistic Gymnastics,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
566,Japan,Summer,2020,Artistic Gymnastics,Women,SILVER,Athlete,Italy,ITA,2020.0,59554023.0,1888709443687.48
567,Japan,Summer,2020,Artistic Gymnastics,Women,BRONZE,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
569,Japan,Summer,2020,Artistic Gymnastics,Women,GOLD,Athlete,Belgium,BEL,2020.0,11555997.0,521861292586.616
570,Japan,Summer,2020,Artistic Gymnastics,Men,BRONZE,Athlete,Turkey,TUR,2020.0,84339067.0,719954821683.31
572,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
573,Japan,Summer,2020,Artistic Gymnastics,Men,SILVER,Athlete,Spain,ESP,2020.0,47351567.0,1281484640043.58
574,Japan,Summer,2020,Artistic Gymnastics,Men,BRONZE,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
575,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,Israel,ISR,2020.0,9216900.0,407100736594.064
576,Japan,Summer,2020,Artistic Gymnastics,Men,GOLD,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
577,Japan,Summer,2020,Artistic Gymnastics,Men,SILVER,Athlete,People's Republic of China,CHN,2020.0,1410929362.0,14722730697890.1
579,Japan,Summer,2020,Golf,Women,SILVER,Athlete,Japan,JPN,2020.0,125836021.0,5057758958706.64
580,Japan,Summer,2020,Golf,Women,GOLD,Athlete,United States of America,USA,2020.0,329484123.0,20953030000000.0
581,Japan,Summer,2020,Golf,Women,BRONZE,Athlete,New Zealand,NZL,2020.0,5084300.0,210700848973.509
